Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Purchase Date
424,46,Male,Scarf,Accessories,64,New York,L,Purple,Fall,3.2,Yes,Standard,Yes,Yes,21,Credit Card,Every 3 Months,2024-07-10
427,43,Male,Sweater,Clothing,56,Louisiana,M,Lavender,Winter,3.8,Yes,Next Day Air,Yes,Yes,19,Credit Card,Monthly,2024-07-10
1755,66,Male,Jacket,Clothing,58,Massachusetts,S,Beige,Spring,4.6,No,Free Shipping,No,No,18,Credit Card,Fortnightly,2024-07-10
528,21,Male,Blouse,Clothing,48,South Carolina,L,Blue,Summer,2.3,Yes,Free Shipping,Yes,Yes,47,Bank Transfer,Weekly,2024-07-10
3318,21,Female,Gloves,Accessories,50,North Carolina,XL,Green,Summer,4.2,No,Next Day Air,No,No,30,Cash,Bi-Weekly,2024-07-10
2515,42,Male,Sunglasses,Accessories,63,Alaska,L,Blue,Summer,4.5,No,Standard,No,No,45,PayPal,Quarterly,2024-07-10
3854,61,Female,Shoes,Accessories,59,Tennessee,M,White,Summer,2.2,No,Next Day Air,No,No,49,Debit Card,Monthly,2024-07-10
3544,58,Female,Belt,Accessories,47,Colorado,M,Silver,Winter,2.0,No,Standard,No,No,18,PayPal,Bi-Weekly,2024-07-10
1553,54,Male,Sandals,Clothing,54,New Mexico,L,Charcoal,Summer,3.9,No,Store Pickup,Yes,Yes,20,Credit Card,Weekly,2024-07-10
1703,54,Male,Jeans,Clothing,46,Alabama,XL,Cyan,Winter,2.6,No,2-Day Shipping,No,No,48,Bank Transfer,Quarterly,2024-07-10
2222,25,Male,Backpack,Clothing,24,Kansas,XL,Indigo,Summer,4.5,No,Store Pickup,No,No,34,Credit Card,Annually,2024-07-10
1435,59,Male,Shorts,Clothing,56,New York,L,Purple,Fall,2.3,No,Standard,Yes,Yes,21,Debit Card,Fortnightly,2024-07-10
752,65,Male,Backpack,Accessories,60,Ohio,L,Indigo,Winter,4.1,Yes,Express,Yes,Yes,1,Credit Card,Quarterly,2024-07-10
648,54,Male,Hat,Clothing,23,Mississippi,XL,Gold,Winter,2.2,Yes,Next Day Air,Yes,Yes,23,Credit Card,Monthly,2024-07-10
2960,38,Female,Gloves,Accessories,24,Texas,L,Yellow,Summer,3.8,No,Express,No,No,9,PayPal,Bi-Weekly,2024-07-10
692,60,Male,Skirt,Accessories,51,Massachusetts,L,Red,Summer,4.0,Yes,Standard,Yes,Yes,37,PayPal,Quarterly,2024-07-10
2327,66,Male,Blouse,Clothing,63,Oklahoma,L,Orange,Summer,4.6,No,Express,No,No,38,Bank Transfer,Bi-Weekly,2024-07-10
374,23,Male,Skirt,Outerwear,59,North Dakota,L,Gold,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,11,Venmo,Monthly,2024-07-10
2768,31,Female,Sweater,Clothing,79,Iowa,M,Gray,Fall,3.1,No,2-Day Shipping,No,No,31,Cash,Annually,2024-07-10
469,34,Male,Boots,Accessories,59,Georgia,S,Pink,Winter,3.8,Yes,Standard,Yes,Yes,16,Cash,Weekly,2024-07-10
2221,19,Male,Backpack,Accessories,67,Wyoming,XL,Indigo,Winter,2.0,No,Store Pickup,No,No,47,Cash,Weekly,2024-07-10
2217,41,Male,Hoodie,Clothing,22,Vermont,XL,Charcoal,Winter,3.6,No,Next Day Air,No,No,15,Venmo,Bi-Weekly,2024-07-10
1812,42,Male,Belt,Accessories,102,Wisconsin,L,Purple,Winter,2.5,No,Standard,No,No,33,Bank Transfer,Weekly,2024-07-10
2787,54,Female,Hoodie,Accessories,51,Colorado,M,Orange,Summer,4.8,No,Standard,No,No,41,Debit Card,Weekly,2024-07-10
2379,26,Male,Jacket,Accessories,75,New Hampshire,L,Turquoise,Fall,4.9,No,Store Pickup,No,No,37,PayPal,Every 3 Months,2024-07-10
730,41,Male,T-shirt,Accessories,78,Minnesota,L,Gold,Spring,4.9,Yes,Standard,Yes,Yes,46,PayPal,Bi-Weekly,2024-07-10
1346,40,Male,Coat,Clothing,55,Nebraska,M,Orange,Spring,4.4,No,2-Day Shipping,Yes,Yes,42,Venmo,Quarterly,2024-07-10
3172,68,Female,Shirt,Accessories,96,Tennessee,M,Pink,Summer,5.0,No,Express,No,No,26,Bank Transfer,Weekly,2024-07-10
2324,35,Male,Hoodie,Accessories,27,Maryland,L,Orange,Winter,3.6,No,Standard,No,No,36,Credit Card,Annually,2024-07-10
1220,19,Male,Dress,Clothing,9,Vermont,M,Gray,Winter,4.3,No,Store Pickup,Yes,Yes,35,Credit Card,Every 3 Months,2024-07-10
1851,51,Male,Sandals,Accessories,78,Wyoming,S,Charcoal,Summer,2.3,No,Next Day Air,No,No,50,Debit Card,Monthly,2024-07-10
1173,59,Male,Gloves,Outerwear,67,Oregon,L,Blue,Winter,3.7,No,Free Shipping,Yes,Yes,42,Bank Transfer,Quarterly,2024-07-11
1256,30,Male,Jewelry,Accessories,68,Indiana,M,Yellow,Winter,2.2,No,Express,Yes,Yes,38,Cash,Monthly,2024-07-11
3010,62,Female,Backpack,Accessories,62,Louisiana,M,Cyan,Spring,2.7,No,Standard,No,No,8,Venmo,Monthly,2024-07-11
2271,27,Male,Pants,Clothing,27,Georgia,L,Magenta,Spring,4.3,No,Free Shipping,No,No,7,Venmo,Monthly,2024-07-11
3302,36,Female,Skirt,Clothing,43,Oklahoma,XL,Olive,Winter,4.4,No,Free Shipping,No,No,31,Credit Card,Fortnightly,2024-07-11
85,52,Male,Shirt,Outerwear,72,Arizona,S,Yellow,Spring,2.9,Yes,Standard,Yes,Yes,42,Bank Transfer,Every 3 Months,2024-07-11
1667,51,Male,Skirt,Clothing,54,Arkansas,M,Olive,Summer,4.5,No,Next Day Air,Yes,Yes,47,PayPal,Bi-Weekly,2024-07-11
1124,36,Male,Shorts,Accessories,5,Massachusetts,S,Maroon,Summer,3.8,No,2-Day Shipping,Yes,Yes,38,Cash,Bi-Weekly,2024-07-11
491,57,Male,Belt,Footwear,46,Colorado,M,Violet,Summer,2.7,Yes,Standard,Yes,Yes,47,Cash,Fortnightly,2024-07-11
1067,49,Male,Hoodie,Outerwear,50,Mississippi,M,Yellow,Summer,2.2,No,2-Day Shipping,Yes,Yes,11,PayPal,Weekly,2024-07-11
2912,28,Female,Hat,Clothing,48,Ohio,XL,Lavender,Winter,2.6,No,2-Day Shipping,No,No,34,Venmo,Bi-Weekly,2024-07-11
361,51,Male,Sandals,Clothing,92,Rhode Island,M,Black,Spring,4.1,Yes,Standard,Yes,Yes,18,Debit Card,Fortnightly,2024-07-11
3555,39,Female,Sandals,Clothing,67,Louisiana,M,Purple,Winter,4.8,No,Free Shipping,No,No,5,Credit Card,Bi-Weekly,2024-07-11
420,53,Male,Pants,Clothing,73,Utah,S,Purple,Spring,2.5,Yes,Express,Yes,Yes,14,Credit Card,Annually,2024-07-11
440,62,Male,Jewelry,Outerwear,58,Idaho,M,Green,Winter,2.1,Yes,Store Pickup,Yes,Yes,31,Cash,Every 3 Months,2024-07-11
2556,24,Male,Scarf,Clothing,73,Idaho,M,Violet,Spring,3.3,No,Next Day Air,No,No,23,Credit Card,Annually,2024-07-11
1579,62,Male,Shoes,Clothing,56,California,S,Olive,Fall,3.2,No,2-Day Shipping,Yes,Yes,2,PayPal,Fortnightly,2024-07-11
726,61,Male,Boots,Accessories,73,Texas,L,Cyan,Winter,3.6,Yes,2-Day Shipping,Yes,Yes,33,Debit Card,Weekly,2024-07-11
1725,42,Male,T-shirt,Footwear,68,Delaware,S,Teal,Fall,3.7,No,2-Day Shipping,No,No,21,PayPal,Every 3 Months,2024-07-11
1876,63,Male,Sunglasses,Footwear,8,Tennessee,M,Silver,Spring,4.9,No,Next Day Air,No,No,6,Credit Card,Monthly,2024-07-11
3846,58,Female,Shoes,Clothing,27,California,M,Silver,Fall,3.6,No,Standard,No,No,46,Venmo,Annually,2024-07-11
2382,62,Male,Blouse,Footwear,54,Wisconsin,M,Cyan,Fall,3.9,No,Express,No,No,23,PayPal,Annually,2024-07-11
2917,62,Female,Scarf,Clothing,55,Oklahoma,M,Peach,Fall,4.0,No,Express,No,No,13,Credit Card,Fortnightly,2024-07-11
3771,23,Female,Coat,Clothing,75,Montana,L,Beige,Winter,3.9,No,Free Shipping,No,No,34,Bank Transfer,Bi-Weekly,2024-07-11
3514,30,Female,Coat,Clothing,70,Alaska,XL,Teal,Winter,3.7,No,Store Pickup,No,No,29,Credit Card,Annually,2024-07-11
840,48,Male,Handbag,Clothing,61,Illinois,L,Violet,Spring,4.4,Yes,Express,Yes,Yes,10,Debit Card,Weekly,2024-07-11
748,51,Male,T-shirt,Clothing,55,Oklahoma,L,Olive,Winter,4.2,Yes,Next Day Air,Yes,Yes,13,Bank Transfer,Bi-Weekly,2024-07-11
698,61,Male,Backpack,Accessories,46,North Dakota,XL,Turquoise,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,40,Debit Card,Every 3 Months,2024-07-11
1683,65,Male,Jacket,Clothing,69,New York,M,Cyan,Winter,4.7,No,Store Pickup,No,No,37,Credit Card,Weekly,2024-07-11
1367,45,Male,Jeans,Accessories,64,Iowa,M,Turquoise,Fall,4.4,No,Free Shipping,Yes,Yes,10,Credit Card,Fortnightly,2024-07-11
220,32,Male,Handbag,Accessories,25,Nevada,M,Indigo,Spring,4.5,Yes,Store Pickup,Yes,Yes,12,Cash,Fortnightly,2024-07-11
3649,31,Female,Sunglasses,Clothing,91,New York,M,Peach,Spring,4.7,No,2-Day Shipping,No,No,45,Cash,Weekly,2024-07-11
2729,26,Female,Sunglasses,Clothing,27,Florida,M,Black,Summer,4.7,No,2-Day Shipping,No,No,17,Debit Card,Weekly,2024-07-11
1516,39,Male,Sweater,Clothing,33,Indiana,S,Brown,Summer,2.7,No,Next Day Air,Yes,Yes,34,Cash,Monthly,2024-07-11
2593,23,Male,Jacket,Clothing,113,Iowa,XL,Lavender,Spring,2.3,No,Next Day Air,No,No,13,Venmo,Monthly,2024-07-11
773,18,Male,Sneakers,Clothing,82,Illinois,L,Turquoise,Spring,5.0,Yes,Next Day Air,Yes,Yes,40,Debit Card,Fortnightly,2024-07-11
3237,63,Female,T-shirt,Accessories,94,South Carolina,L,Gold,Spring,2.6,No,Store Pickup,No,No,8,Cash,Annually,2024-07-11
3745,24,Female,Socks,Clothing,51,New Jersey,M,Turquoise,Fall,2.2,No,2-Day Shipping,No,No,26,Bank Transfer,Quarterly,2024-07-11
269,68,Male,Dress,Footwear,68,Georgia,M,Teal,Spring,2.1,Yes,Express,Yes,Yes,21,Cash,Annually,2024-07-11
2847,50,Female,Jewelry,Clothing,42,Oklahoma,XL,Maroon,Fall,3.9,No,Express,No,No,15,PayPal,Quarterly,2024-07-11
290,49,Male,Sandals,Outerwear,80,New York,M,Turquoise,Winter,4.8,Yes,Next Day Air,Yes,Yes,26,Credit Card,Monthly,2024-07-11
2928,45,Female,Socks,Clothing,67,Missouri,M,Cyan,Fall,4.3,No,Standard,No,No,15,Venmo,Fortnightly,2024-07-11
1082,62,Male,Hat,Accessories,56,Idaho,XL,Violet,Spring,4.8,No,2-Day Shipping,Yes,Yes,45,Credit Card,Bi-Weekly,2024-07-11
3720,20,Female,Sandals,Clothing,69,Pennsylvania,M,Charcoal,Winter,3.9,No,Express,No,No,8,Bank Transfer,Annually,2024-07-11
2608,41,Male,Sandals,Footwear,43,Oklahoma,XL,Turquoise,Spring,3.3,No,Free Shipping,No,No,38,PayPal,Weekly,2024-07-11
3145,23,Female,Shoes,Footwear,34,Maine,L,Magenta,Fall,3.2,No,Express,No,No,12,Debit Card,Fortnightly,2024-07-11
1810,58,Male,Jacket,Accessories,49,Alaska,S,Lavender,Summer,3.3,No,Express,No,No,6,Debit Card,Quarterly,2024-07-11
2708,32,Female,Hoodie,Accessories,96,Nebraska,M,Gray,Summer,2.2,No,Free Shipping,No,No,19,Cash,Quarterly,2024-07-11
2792,43,Female,Gloves,Accessories,70,Iowa,M,Beige,Summer,3.2,No,Express,No,No,14,Venmo,Bi-Weekly,2024-07-11
311,56,Male,T-shirt,Clothing,44,Montana,M,Indigo,Fall,5.0,Yes,Free Shipping,Yes,Yes,50,Cash,Monthly,2024-07-11
3541,24,Female,Blouse,Clothing,54,Nevada,M,Charcoal,Fall,3.8,No,2-Day Shipping,No,No,5,Bank Transfer,Bi-Weekly,2024-07-11
3242,50,Female,Blouse,Accessories,52,Connecticut,M,Yellow,Fall,2.4,No,2-Day Shipping,No,No,30,PayPal,Weekly,2024-07-11
1756,56,Male,Sunglasses,Accessories,81,Delaware,XL,Beige,Summer,4.9,No,Standard,No,No,45,Cash,Weekly,2024-07-11
1439,58,Male,Gloves,Outerwear,66,Washington,M,Violet,Summer,2.5,No,Next Day Air,Yes,Yes,24,Debit Card,Every 3 Months,2024-07-11
3314,55,Female,Hat,Accessories,62,Kansas,XL,Turquoise,Fall,2.8,No,Store Pickup,No,No,45,Credit Card,Weekly,2024-07-11
2445,47,Male,Socks,Accessories,63,West Virginia,S,Magenta,Summer,3.4,No,Next Day Air,No,No,15,Debit Card,Fortnightly,2024-07-11
1912,65,Male,Shirt,Accessories,54,Arizona,M,Teal,Summer,3.7,No,Next Day Air,No,No,32,Debit Card,Weekly,2024-07-11
2460,47,Male,Shoes,Clothing,44,Missouri,L,Gray,Winter,4.5,No,Standard,No,No,14,Cash,Monthly,2024-07-11
1346,40,Male,Shoes,Clothing,67,Nebraska,M,Pink,Fall,3.4,No,Store Pickup,Yes,Yes,42,Venmo,Annually,2024-07-12
3479,36,Female,Sneakers,Accessories,30,Arizona,M,Orange,Summer,4.0,No,Free Shipping,No,No,42,PayPal,Quarterly,2024-07-12
512,61,Male,Hat,Clothing,44,Hawaii,L,Silver,Fall,4.9,Yes,Standard,Yes,Yes,8,PayPal,Fortnightly,2024-07-12
2523,20,Male,Socks,Accessories,41,Massachusetts,S,Lavender,Spring,2.0,No,Free Shipping,No,No,20,Debit Card,Annually,2024-07-12
72,36,Male,Dress,Clothing,55,Virginia,L,Magenta,Fall,2.3,Yes,Free Shipping,Yes,Yes,34,Bank Transfer,Quarterly,2024-07-12
3294,19,Female,Sweater,Outerwear,42,West Virginia,M,Black,Spring,4.0,No,Express,No,No,47,Credit Card,Quarterly,2024-07-12
1709,35,Male,Blouse,Footwear,48,Florida,L,Indigo,Winter,3.8,No,2-Day Shipping,No,No,1,Credit Card,Monthly,2024-07-12
2364,60,Male,Jewelry,Clothing,32,Pennsylvania,XL,Beige,Spring,2.9,No,Express,No,No,38,Cash,Weekly,2024-07-12
306,60,Male,Hoodie,Clothing,41,Utah,M,Purple,Winter,3.3,Yes,Next Day Air,Yes,Yes,26,PayPal,Fortnightly,2024-07-12
576,58,Male,Shoes,Clothing,79,Nebraska,M,Blue,Summer,4.2,Yes,Store Pickup,Yes,Yes,38,PayPal,Fortnightly,2024-07-12
1679,41,Male,T-shirt,Clothing,58,Ohio,S,Black,Fall,4.7,No,2-Day Shipping,No,No,30,Venmo,Every 3 Months,2024-07-12
3834,44,Female,Gloves,Outerwear,65,Arizona,L,Red,Winter,3.8,No,Free Shipping,No,No,17,PayPal,Annually,2024-07-12
1389,62,Male,Hoodie,Clothing,48,Arkansas,M,Blue,Spring,2.3,No,Next Day Air,Yes,Yes,40,Cash,Quarterly,2024-07-12
3406,28,Female,Socks,Clothing,64,Washington,M,Peach,Spring,3.0,No,Store Pickup,No,No,47,Bank Transfer,Monthly,2024-07-12
2469,65,Male,Sandals,Clothing,30,Connecticut,L,White,Summer,2.2,No,Store Pickup,No,No,6,Venmo,Weekly,2024-07-12
2161,45,Male,Shorts,Clothing,53,West Virginia,L,Red,Winter,2.6,No,Express,No,No,21,PayPal,Quarterly,2024-07-12
1232,66,Male,Sweater,Clothing,89,Pennsylvania,M,Blue,Spring,4.2,No,Standard,Yes,Yes,43,Credit Card,Bi-Weekly,2024-07-12
2349,54,Male,Socks,Footwear,71,Maine,M,Charcoal,Fall,4.2,No,Express,No,No,16,PayPal,Monthly,2024-07-12
3388,53,Female,Gloves,Clothing,69,New Jersey,S,Red,Winter,4.2,No,2-Day Shipping,No,No,2,Credit Card,Every 3 Months,2024-07-12
340,40,Male,Skirt,Clothing,41,Pennsylvania,M,Lavender,Spring,4.9,Yes,Standard,Yes,Yes,21,Credit Card,Fortnightly,2024-07-12
1789,66,Male,Boots,Clothing,57,Illinois,L,Peach,Spring,2.3,No,2-Day Shipping,No,No,23,Cash,Weekly,2024-07-12
3278,59,Female,Boots,Clothing,45,Texas,M,Black,Spring,3.0,No,2-Day Shipping,No,No,3,Credit Card,Quarterly,2024-07-12
1978,24,Male,Jewelry,Footwear,7,Florida,M,Olive,Fall,3.8,No,Free Shipping,No,No,32,Bank Transfer,Fortnightly,2024-07-12
3762,60,Female,Pants,Accessories,30,Nevada,M,Red,Spring,2.1,No,Store Pickup,No,No,3,Venmo,Weekly,2024-07-12
2681,44,Female,Shorts,Clothing,41,Nebraska,L,Gold,Spring,4.9,No,Free Shipping,No,No,21,Venmo,Fortnightly,2024-07-12
1254,39,Male,Shorts,Footwear,44,Montana,XL,Red,Fall,3.6,No,2-Day Shipping,Yes,Yes,49,PayPal,Annually,2024-07-12
1954,25,Male,Jeans,Clothing,50,Colorado,XL,Orange,Winter,2.8,No,Next Day Air,No,No,3,PayPal,Weekly,2024-07-12
1171,57,Male,Blouse,Clothing,34,Illinois,S,Maroon,Summer,3.8,No,2-Day Shipping,Yes,Yes,33,Cash,Monthly,2024-07-12
2743,27,Female,Jacket,Footwear,81,Texas,M,Blue,Spring,2.0,No,Store Pickup,No,No,47,Debit Card,Annually,2024-07-12
327,62,Male,Skirt,Accessories,82,New Jersey,M,Orange,Spring,3.0,Yes,Express,Yes,Yes,48,Bank Transfer,Every 3 Months,2024-07-12
2480,37,Male,Belt,Clothing,45,Kansas,S,Brown,Summer,2.9,No,Free Shipping,No,No,26,Credit Card,Bi-Weekly,2024-07-12
1283,24,Male,Jacket,Clothing,17,New Hampshire,L,White,Summer,3.5,No,Express,Yes,Yes,20,Venmo,Quarterly,2024-07-12
1611,20,Male,Jewelry,Clothing,56,Tennessee,L,Blue,Summer,3.2,No,Express,Yes,Yes,1,PayPal,Every 3 Months,2024-07-12
1777,56,Male,T-shirt,Outerwear,57,Arizona,L,Teal,Spring,4.4,No,Next Day Air,No,No,10,Venmo,Weekly,2024-07-12
2077,59,Male,Boots,Accessories,97,Florida,S,Blue,Fall,2.6,No,Express,No,No,22,Debit Card,Monthly,2024-07-12
3277,39,Female,Backpack,Accessories,82,South Dakota,M,Green,Fall,2.0,No,Next Day Air,No,No,41,PayPal,Weekly,2024-07-12
1047,40,Male,Blouse,Footwear,74,Illinois,M,Lavender,Spring,3.7,Yes,Free Shipping,Yes,Yes,12,Venmo,Quarterly,2024-07-12
1168,60,Male,Socks,Clothing,72,New Jersey,XL,Cyan,Summer,3.1,No,Store Pickup,Yes,Yes,16,PayPal,Quarterly,2024-07-12
3031,43,Female,Handbag,Footwear,61,Maryland,XL,Black,Fall,2.3,No,2-Day Shipping,No,No,23,Credit Card,Monthly,2024-07-12
2297,46,Male,Sneakers,Accessories,46,Washington,M,Gold,Spring,2.2,No,2-Day Shipping,No,No,50,Venmo,Every 3 Months,2024-07-12
984,24,Male,Shorts,Accessories,47,New Mexico,L,Brown,Winter,3.0,Yes,2-Day Shipping,Yes,Yes,40,Venmo,Fortnightly,2024-07-12
954,68,Male,Dress,Accessories,39,Utah,S,Maroon,Summer,4.1,Yes,Express,Yes,Yes,36,Venmo,Weekly,2024-07-12
1801,22,Male,Jeans,Outerwear,81,Mississippi,XL,Peach,Summer,4.4,No,2-Day Shipping,No,No,30,Credit Card,Bi-Weekly,2024-07-12
1901,65,Male,Shorts,Accessories,52,Iowa,S,Peach,Fall,4.5,No,Standard,No,No,34,Cash,Bi-Weekly,2024-07-12
1982,69,Male,Sweater,Footwear,46,Michigan,L,Gold,Spring,3.9,No,Free Shipping,No,No,42,PayPal,Annually,2024-07-12
2742,68,Female,Coat,Clothing,36,Maine,L,Brown,Spring,2.4,No,Express,No,No,41,Venmo,Annually,2024-07-12
1838,41,Male,Coat,Accessories,48,Montana,M,Yellow,Fall,3.8,No,2-Day Shipping,No,No,8,Venmo,Weekly,2024-07-13
1941,50,Male,Dress,Accessories,67,Alaska,L,Magenta,Summer,4.6,No,Store Pickup,No,No,48,PayPal,Fortnightly,2024-07-13
1719,54,Male,Hoodie,Clothing,34,Maryland,L,Beige,Spring,3.6,No,Store Pickup,No,No,14,PayPal,Weekly,2024-07-13
3284,47,Female,Shorts,Outerwear,45,North Carolina,L,Beige,Fall,4.2,No,Standard,No,No,10,Debit Card,Quarterly,2024-07-13
204,70,Male,Belt,Accessories,101,Indiana,S,Lavender,Winter,2.2,Yes,Standard,Yes,Yes,18,Bank Transfer,Fortnightly,2024-07-13
142,56,Male,Shirt,Accessories,36,Virginia,M,Beige,Winter,2.5,Yes,Express,Yes,Yes,45,PayPal,Quarterly,2024-07-13
907,41,Male,Shorts,Clothing,57,South Carolina,M,Green,Winter,3.2,Yes,Express,Yes,Yes,21,Debit Card,Every 3 Months,2024-07-13
624,19,Male,Dress,Footwear,76,Nevada,M,Red,Summer,4.3,Yes,Store Pickup,Yes,Yes,48,PayPal,Annually,2024-07-13
1763,36,Male,Boots,Footwear,92,Idaho,M,Charcoal,Spring,4.4,No,Store Pickup,No,No,41,Bank Transfer,Quarterly,2024-07-13
631,41,Male,Hoodie,Accessories,97,Mississippi,S,Green,Winter,2.3,Yes,Next Day Air,Yes,Yes,33,Debit Card,Every 3 Months,2024-07-13
3813,50,Female,Handbag,Clothing,53,Michigan,M,Charcoal,Spring,2.5,No,Standard,No,No,7,Bank Transfer,Weekly,2024-07-13
2637,41,Male,Belt,Outerwear,45,Utah,S,Pink,Spring,3.7,No,Next Day Air,No,No,6,Venmo,Bi-Weekly,2024-07-13
815,31,Male,Sandals,Clothing,44,Minnesota,M,Beige,Summer,3.7,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly,2024-07-13
2152,70,Male,Jewelry,Clothing,40,Vermont,L,Purple,Fall,4.6,No,2-Day Shipping,No,No,18,Venmo,Monthly,2024-07-13
3409,48,Female,Handbag,Clothing,40,Montana,L,Pink,Winter,4.0,No,2-Day Shipping,No,No,11,Bank Transfer,Monthly,2024-07-13
3199,61,Female,T-shirt,Accessories,41,Pennsylvania,L,Silver,Winter,4.9,No,Free Shipping,No,No,39,Debit Card,Annually,2024-07-13
1484,39,Male,Skirt,Accessories,65,Massachusetts,S,Indigo,Summer,3.3,No,Free Shipping,Yes,Yes,12,Debit Card,Fortnightly,2024-07-13
683,23,Male,Sunglasses,Outerwear,94,Missouri,M,Gold,Summer,3.5,Yes,Standard,Yes,Yes,49,Credit Card,Fortnightly,2024-07-13
3140,35,Female,Coat,Accessories,68,Georgia,M,Purple,Spring,3.3,No,Next Day Air,No,No,4,Venmo,Quarterly,2024-07-13
2759,32,Female,T-shirt,Clothing,58,Illinois,M,Green,Spring,3.0,No,Express,No,No,8,Bank Transfer,Quarterly,2024-07-13
3078,60,Female,Coat,Clothing,63,Illinois,S,Violet,Spring,4.2,No,Next Day Air,No,No,33,Debit Card,Bi-Weekly,2024-07-13
3380,61,Female,Skirt,Accessories,62,Tennessee,L,Teal,Fall,3.4,No,Next Day Air,No,No,40,Cash,Every 3 Months,2024-07-13
745,67,Male,Sunglasses,Footwear,61,Illinois,S,Yellow,Summer,2.2,Yes,Store Pickup,Yes,Yes,42,Debit Card,Every 3 Months,2024-07-13
2395,40,Male,Coat,Footwear,59,Connecticut,L,Lavender,Winter,4.6,No,Store Pickup,No,No,23,Debit Card,Annually,2024-07-13
735,65,Male,Sunglasses,Clothing,46,New Jersey,S,Green,Summer,4.7,Yes,Express,Yes,Yes,39,Bank Transfer,Annually,2024-07-13
2835,39,Female,Blouse,Outerwear,102,Texas,M,Green,Fall,4.2,No,2-Day Shipping,No,No,17,Credit Card,Monthly,2024-07-13
258,20,Male,Scarf,Accessories,68,West Virginia,M,Gray,Fall,3.7,Yes,Store Pickup,Yes,Yes,5,Credit Card,Weekly,2024-07-13
2780,61,Female,Sneakers,Accessories,100,Montana,L,Orange,Summer,3.7,No,Free Shipping,No,No,14,Credit Card,Quarterly,2024-07-13
2364,60,Male,Boots,Clothing,62,Pennsylvania,XL,Turquoise,Summer,3.0,No,Next Day Air,No,No,38,Cash,Annually,2024-07-13
3127,57,Female,Gloves,Accessories,73,Maine,L,Maroon,Winter,2.5,No,Free Shipping,No,No,28,Bank Transfer,Quarterly,2024-07-13
2332,61,Male,Belt,Accessories,42,Illinois,S,Green,Winter,4.1,No,Store Pickup,No,No,10,Credit Card,Fortnightly,2024-07-13
716,33,Male,Sandals,Clothing,89,Delaware,L,Beige,Summer,3.9,Yes,Free Shipping,Yes,Yes,37,Debit Card,Fortnightly,2024-07-13
2334,33,Male,Jewelry,Clothing,60,Kansas,M,Gold,Fall,4.6,No,Next Day Air,No,No,1,PayPal,Every 3 Months,2024-07-13
1320,65,Male,Backpack,Accessories,52,Oklahoma,M,Brown,Spring,2.5,No,Standard,Yes,Yes,48,Bank Transfer,Every 3 Months,2024-07-13
574,58,Male,T-shirt,Clothing,79,California,M,Cyan,Fall,3.7,Yes,Standard,Yes,Yes,23,Credit Card,Weekly,2024-07-13
831,41,Male,Dress,Clothing,49,Wyoming,M,Olive,Winter,4.3,Yes,Express,Yes,Yes,5,Credit Card,Quarterly,2024-07-13
145,19,Male,Skirt,Footwear,76,New Jersey,M,Blue,Winter,2.4,Yes,Standard,Yes,Yes,25,Cash,Monthly,2024-07-13
2434,54,Male,Backpack,Clothing,39,Oregon,M,Lavender,Summer,4.1,No,Next Day Air,No,No,16,Cash,Weekly,2024-07-13
1115,55,Male,T-shirt,Clothing,53,New Hampshire,L,Olive,Spring,2.6,No,2-Day Shipping,Yes,Yes,47,Bank Transfer,Quarterly,2024-07-13
288,56,Male,Scarf,Accessories,69,Delaware,L,White,Spring,2.9,Yes,Store Pickup,Yes,Yes,18,Venmo,Every 3 Months,2024-07-13
3473,31,Female,Dress,Clothing,80,Georgia,S,Lavender,Summer,3.2,No,Standard,No,No,15,Debit Card,Quarterly,2024-07-13
3457,42,Female,Sandals,Clothing,52,Texas,M,Magenta,Fall,3.1,No,2-Day Shipping,No,No,21,Venmo,Every 3 Months,2024-07-13
322,41,Male,Pants,Footwear,69,Vermont,L,Orange,Spring,4.7,Yes,Next Day Air,Yes,Yes,48,Debit Card,Quarterly,2024-07-13
412,59,Male,Gloves,Clothing,44,Michigan,M,Beige,Winter,4.5,Yes,2-Day Shipping,Yes,Yes,15,PayPal,Every 3 Months,2024-07-13
558,18,Male,Scarf,Clothing,49,Alaska,M,Red,Spring,3.6,Yes,Standard,Yes,Yes,31,Debit Card,Bi-Weekly,2024-07-14
1057,20,Male,Dress,Clothing,50,Idaho,L,Gold,Winter,3.4,No,Express,Yes,Yes,42,Venmo,Every 3 Months,2024-07-14
2277,31,Male,Sunglasses,Clothing,46,Wyoming,L,Turquoise,Winter,3.3,No,2-Day Shipping,No,No,25,Debit Card,Weekly,2024-07-14
3557,70,Female,Jewelry,Clothing,85,Arizona,M,Gray,Fall,4.5,No,Store Pickup,No,No,43,Cash,Every 3 Months,2024-07-14
2764,28,Female,Skirt,Accessories,51,West Virginia,M,Gray,Summer,3.3,No,Store Pickup,No,No,35,Venmo,Quarterly,2024-07-14
2485,60,Male,Shoes,Clothing,101,New Hampshire,M,Beige,Summer,4.1,No,2-Day Shipping,No,No,50,Cash,Every 3 Months,2024-07-14
