Customer_ID,Age,Gender,Item_Purchased,Category,Season,Review_Rating
87,24,Male,Handbag,Accessories,Fall,4
87,24,Male,Pants,Clothing,Summer,4
87,24,Male,Sweater,Clothing,Summer,4
87,24,Male,Hat,Accessories,Summer,5
87,24,Male,Hoodie,Clothing,Spring,3
87,24,Male,Jeans,Clothing,Spring,4
87,24,Male,Shorts,Outerwear,Spring,4
87,24,Male,Blouse,Clothing,Fall,4
87,24,Male,Shoes,Footwear,Winter,3
87,24,Male,Hoodie,Clothing,Summer,4
87,24,Male,Hoodie,Clothing,Summer,4
87,24,Male,Gloves,Outerwear,Summer,3
87,24,Male,Belt,Outerwear,Winter,4
87,24,Male,Jeans,Clothing,Fall,4
87,24,Male,Hoodie,Clothing,Spring,4
87,24,Male,Jacket,Clothing,Spring,4
87,24,Male,Backpack,Accessories,Winter,4
87,24,Male,Hat,Accessories,Winter,4
87,24,Male,Belt,Outerwear,Spring,4
87,24,Male,Hoodie,Clothing,Spring,4
87,24,Male,Hat,Accessories,Summer,4
87,24,Male,Shoes,Footwear,Fall,3
87,24,Male,Handbag,Accessories,Winter,3
87,24,Male,Dress,Clothing,Fall,4
87,24,Male,Sneakers,Footwear,Fall,3
87,24,Male,Jacket,Clothing,Summer,3
87,24,Male,Backpack,Accessories,Spring,3
87,24,Male,Skirt,Clothing,Spring,3
87,24,Male,T-shirt,Clothing,Spring,4
87,24,Male,Shoes,Footwear,Winter,4
87,24,Male,Blouse,Clothing,Summer,4
87,24,Male,Gloves,Outerwear,Summer,4
87,24,Male,Jewelry,Accessories,Spring,4
87,24,Male,Coat,Outerwear,Summer,3
87,24,Male,Sneakers,Footwear,Summer,4
87,24,Male,Socks,Clothing,Summer,4
87,24,Male,Belt,Outerwear,Fall,4
87,24,Male,Hat,Accessories,Winter,4
87,24,Male,Shorts,Outerwear,Winter,4
87,24,Male,Sweater,Clothing,Fall,3
87,24,Male,Handbag,Accessories,Spring,4
87,24,Male,Sandals,Outerwear,Spring,3
87,24,Male,Blouse,Clothing,Spring,3
87,24,Male,Belt,Outerwear,Fall,3
88,52,Female,Sunglasses,Accessories,Fall,4
88,52,Female,Boots,Accessories,Winter,4
88,52,Female,Handbag,Accessories,Winter,5
88,52,Female,Jewelry,Accessories,Spring,4
88,52,Female,Handbag,Accessories,Fall,3
88,52,Female,Socks,Clothing,Fall,4
88,52,Female,Shorts,Outerwear,Winter,4
88,52,Female,Jewelry,Accessories,Spring,4
88,52,Female,Pants,Clothing,Winter,4
88,52,Female,Shirt,Outerwear,Summer,4
88,52,Female,Skirt,Clothing,Spring,3
88,52,Female,Socks,Clothing,Winter,3
88,52,Female,Jewelry,Accessories,Fall,4
88,52,Female,Sandals,Outerwear,Winter,5
88,52,Female,Coat,Outerwear,Winter,3
88,52,Female,Hoodie,Clothing,Spring,4
88,52,Female,Sweater,Clothing,Summer,4
88,52,Female,Gloves,Outerwear,Winter,4
88,52,Female,Scarf,Accessories,Spring,3
88,52,Female,Dress,Clothing,Fall,3
88,52,Female,Sandals,Outerwear,Spring,4
88,52,Female,Shorts,Outerwear,Summer,4
88,52,Female,Sneakers,Footwear,Winter,3
88,52,Female,Pants,Clothing,Winter,3
88,52,Female,Dress,Clothing,Spring,4
88,52,Female,Scarf,Accessories,Winter,4
88,52,Female,Jeans,Clothing,Winter,3
88,52,Female,Scarf,Accessories,Spring,2
88,52,Female,Sandals,Outerwear,Summer,5
88,52,Female,Shorts,Outerwear,Winter,3
88,52,Female,Jeans,Clothing,Winter,4
88,52,Female,Socks,Clothing,Winter,4
88,52,Female,Dress,Clothing,Summer,4
88,52,Female,Socks,Clothing,Fall,4
88,52,Female,Shorts,Outerwear,Spring,4
88,52,Female,Handbag,Accessories,Fall,4
88,52,Female,Shirt,Outerwear,Summer,3
88,52,Female,Gloves,Outerwear,Summer,4
88,52,Female,Shoes,Footwear,Fall,4
88,52,Female,Sneakers,Footwear,Spring,3
88,52,Female,Coat,Outerwear,Summer,4
88,52,Female,Jeans,Clothing,Winter,4
88,52,Female,Sunglasses,Accessories,Fall,4
88,52,Female,T-shirt,Clothing,Spring,4
88,52,Female,Coat,Outerwear,Winter,4
89,33,Male,Shoes,Footwear,Spring,4
89,33,Male,Sneakers,Footwear,Fall,3
89,33,Male,Skirt,Clothing,Fall,4
89,33,Male,Jewelry,Accessories,Fall,4
89,33,Male,Jacket,Clothing,Fall,2
89,33,Male,Sunglasses,Accessories,Fall,4
89,33,Male,Hoodie,Clothing,Fall,4
89,33,Male,Shoes,Footwear,Summer,4
89,33,Male,Jacket,Clothing,Fall,3
89,33,Male,Handbag,Accessories,Fall,4
89,33,Male,Shirt,Outerwear,Fall,3
89,33,Male,Shoes,Footwear,Spring,3
89,33,Male,Jewelry,Accessories,Spring,3
89,33,Male,Backpack,Accessories,Spring,3
89,33,Male,Sunglasses,Accessories,Summer,4
89,33,Male,Shorts,Outerwear,Spring,3
89,33,Male,Dress,Clothing,Winter,3
89,33,Male,Jeans,Clothing,Summer,4
89,33,Male,Belt,Outerwear,Winter,4
89,33,Male,Hoodie,Clothing,Fall,4
89,33,Male,Sunglasses,Accessories,Winter,3
89,33,Male,Pants,Clothing,Fall,3
89,33,Male,Backpack,Accessories,Summer,3
89,33,Male,Sunglasses,Accessories,Fall,3
89,33,Male,Backpack,Accessories,Winter,3
89,33,Male,Handbag,Accessories,Fall,4
89,33,Male,Socks,Clothing,Fall,5
89,33,Male,Jacket,Clothing,Winter,3
89,33,Male,Handbag,Accessories,Spring,4
89,33,Male,Gloves,Outerwear,Winter,3
89,33,Male,Dress,Clothing,Winter,4
89,33,Male,Skirt,Clothing,Summer,4
89,33,Male,Sunglasses,Accessories,Winter,3
89,33,Male,T-shirt,Clothing,Spring,3
89,33,Male,Gloves,Outerwear,Spring,4
89,33,Male,T-shirt,Clothing,Fall,4
90,47,Female,Sunglasses,Accessories,Fall,4
90,47,Female,Boots,Accessories,Summer,4
90,47,Female,Handbag,Accessories,Summer,2
90,47,Female,Handbag,Accessories,Summer,3
90,47,Female,Blouse,Clothing,Fall,3
90,47,Female,Socks,Clothing,Spring,4
90,47,Female,Blouse,Clothing,Fall,2
90,47,Female,Pants,Clothing,Summer,4
90,47,Female,Jacket,Clothing,Fall,4
90,47,Female,Jewelry,Accessories,Winter,4
90,47,Female,Jeans,Clothing,Fall,4
90,47,Female,Jacket,Clothing,Winter,2
90,47,Female,Jeans,Clothing,Summer,5
90,47,Female,Belt,Outerwear,Winter,3
90,47,Female,Gloves,Outerwear,Fall,3
90,47,Female,Boots,Accessories,Winter,3
91,25,Male,Hat,Accessories,Summer,3
91,25,Male,Belt,Outerwear,Spring,4
91,25,Male,Handbag,Accessories,Winter,3
91,25,Male,Blouse,Clothing,Summer,2
91,25,Male,Coat,Outerwear,Summer,2
91,25,Male,Jeans,Clothing,Summer,3
91,25,Male,Shorts,Outerwear,Summer,3
91,25,Male,Gloves,Outerwear,Fall,2
91,25,Male,Sunglasses,Accessories,Summer,3
91,25,Male,Sandals,Outerwear,Fall,3
91,25,Male,Blouse,Clothing,Winter,3
91,25,Male,Jeans,Clothing,Fall,3
91,25,Male,Coat,Outerwear,Fall,3
91,25,Male,Gloves,Outerwear,Summer,3
91,25,Male,Backpack,Accessories,Fall,4
91,25,Male,Socks,Clothing,Summer,3
91,25,Male,Backpack,Accessories,Spring,3
91,25,Male,Handbag,Accessories,Fall,3
91,25,Male,Shirt,Outerwear,Winter,3
91,25,Male,Sweater,Clothing,Winter,3
91,25,Male,Jacket,Clothing,Spring,3
91,25,Male,Skirt,Clothing,Spring,3
91,25,Male,Blouse,Clothing,Summer,3
91,25,Male,Socks,Clothing,Fall,3
91,25,Male,Shoes,Footwear,Summer,4
91,25,Male,Coat,Outerwear,Spring,4
91,25,Male,Scarf,Accessories,Spring,3
91,25,Male,Hat,Accessories,Spring,3
91,25,Male,Sunglasses,Accessories,Fall,3
91,25,Male,Coat,Outerwear,Summer,3
92,44,Male,Belt,Outerwear,Spring,5
92,44,Male,Scarf,Accessories,Winter,5
92,44,Male,Skirt,Clothing,Summer,4
92,44,Male,Jacket,Clothing,Spring,5
92,44,Male,Scarf,Accessories,Fall,5
92,44,Male,Jeans,Clothing,Fall,5
92,44,Male,Skirt,Clothing,Fall,4
92,44,Male,Jeans,Clothing,Spring,4
92,44,Male,Scarf,Accessories,Winter,4
92,44,Male,T-shirt,Clothing,Summer,3
92,44,Male,Hoodie,Clothing,Summer,5
92,44,Male,Sneakers,Footwear,Fall,4
92,44,Male,Hat,Accessories,Winter,5
92,44,Male,T-shirt,Clothing,Fall,5
92,44,Male,Hat,Accessories,Summer,5
92,44,Male,Hoodie,Clothing,Spring,4
92,44,Male,Gloves,Outerwear,Spring,4
92,44,Male,Belt,Outerwear,Fall,5
92,44,Male,Sweater,Clothing,Fall,4
93,61,Female,Blouse,Clothing,Fall,5
93,61,Female,Boots,Accessories,Spring,4
93,61,Female,Sneakers,Footwear,Summer,5
93,61,Female,Handbag,Accessories,Summer,4
93,61,Female,Sneakers,Footwear,Spring,5
93,61,Female,Jeans,Clothing,Winter,5
93,61,Female,Skirt,Clothing,Summer,4
93,61,Female,Pants,Clothing,Fall,4
93,61,Female,Jacket,Clothing,Winter,4
93,61,Female,Hat,Accessories,Spring,5
93,61,Female,Shorts,Outerwear,Summer,5
93,61,Female,Scarf,Accessories,Winter,3
93,61,Female,Shoes,Footwear,Winter,4
93,61,Female,Backpack,Accessories,Winter,4
94,37,Female,Gloves,Outerwear,Summer,5
94,37,Female,Sneakers,Footwear,Spring,4
94,37,Female,Shorts,Outerwear,Spring,4
94,37,Female,Backpack,Accessories,Winter,3
94,37,Female,Sweater,Clothing,Summer,5
94,37,Female,Dress,Clothing,Summer,4
94,37,Female,Hoodie,Clothing,Summer,5
94,37,Female,Jacket,Clothing,Winter,5
94,37,Female,Boots,Accessories,Winter,4
94,37,Female,Scarf,Accessories,Winter,4
94,37,Female,Belt,Outerwear,Fall,5
94,37,Female,Shorts,Outerwear,Summer,5
94,37,Female,Hoodie,Clothing,Summer,4
94,37,Female,Skirt,Clothing,Fall,4
94,37,Female,Gloves,Outerwear,Spring,4
94,37,Female,Skirt,Clothing,Summer,5
94,37,Female,Jacket,Clothing,Winter,4
94,37,Female,Sunglasses,Accessories,Winter,4
94,37,Female,Handbag,Accessories,Summer,4
94,37,Female,Scarf,Accessories,Spring,4
94,37,Female,Handbag,Accessories,Spring,4
94,37,Female,Jacket,Clothing,Winter,5
94,37,Female,Sneakers,Footwear,Fall,5
94,37,Female,Hoodie,Clothing,Summer,4
94,37,Female,Blouse,Clothing,Fall,4
94,37,Female,Coat,Outerwear,Spring,4
94,37,Female,Gloves,Outerwear,Fall,5
94,37,Female,Shirt,Outerwear,Summer,4
94,37,Female,T-shirt,Clothing,Summer,5
94,37,Female,Hoodie,Clothing,Winter,4
94,37,Female,Sweater,Clothing,Fall,4
94,37,Female,Shirt,Outerwear,Winter,4
94,37,Female,Shorts,Outerwear,Spring,5
94,37,Female,Gloves,Outerwear,Spring,4
94,37,Female,Hoodie,Clothing,Summer,4
94,37,Female,Gloves,Outerwear,Fall,5
94,37,Female,Jeans,Clothing,Winter,4
94,37,Female,T-shirt,Clothing,Winter,5
94,37,Female,Hat,Accessories,Winter,5
94,37,Female,Scarf,Accessories,Fall,5
94,37,Female,Handbag,Accessories,Fall,4
94,37,Female,Dress,Clothing,Winter,5
94,37,Female,Jacket,Clothing,Spring,4
94,37,Female,Shirt,Outerwear,Fall,5
94,37,Female,Hoodie,Clothing,Spring,4
94,37,Female,Shorts,Outerwear,Winter,5
94,37,Female,Socks,Clothing,Spring,4
95,58,Male,Skirt,Clothing,Summer,4
95,58,Male,Pants,Clothing,Spring,5
95,58,Male,Blouse,Clothing,Summer,4
95,58,Male,Coat,Outerwear,Spring,4
95,58,Male,Skirt,Clothing,Spring,4
95,58,Male,Jeans,Clothing,Summer,5
95,58,Male,Skirt,Clothing,Spring,4
95,58,Male,T-shirt,Clothing,Winter,5
95,58,Male,Jacket,Clothing,Summer,4
95,58,Male,Pants,Clothing,Fall,4
95,58,Male,Sandals,Outerwear,Summer,5
95,58,Male,Shorts,Outerwear,Summer,5
95,58,Male,Sunglasses,Accessories,Winter,5
95,58,Male,Jewelry,Accessories,Fall,5
95,58,Male,Sweater,Clothing,Winter,4
95,58,Male,Sneakers,Footwear,Fall,4
95,58,Male,Shoes,Footwear,Fall,5
95,58,Male,Sunglasses,Accessories,Fall,5
95,58,Male,Dress,Clothing,Summer,5
95,58,Male,Backpack,Accessories,Fall,5
95,58,Male,Jewelry,Accessories,Winter,5
95,58,Male,Boots,Accessories,Fall,5
95,58,Male,Skirt,Clothing,Spring,5
95,58,Male,Belt,Outerwear,Spring,5
95,58,Male,T-shirt,Clothing,Summer,5
95,58,Male,Gloves,Outerwear,Spring,5
95,58,Male,Blouse,Clothing,Summer,4
95,58,Male,Skirt,Clothing,Spring,5
95,58,Male,Jeans,Clothing,Spring,4
96,37,Female,Handbag,Accessories,Winter,4
96,37,Female,Socks,Clothing,Spring,3
96,37,Female,Jacket,Clothing,Fall,4
96,37,Female,Scarf,Accessories,Summer,4
96,37,Female,Sneakers,Footwear,Fall,4
96,37,Female,Hoodie,Clothing,Fall,4
96,37,Female,T-shirt,Clothing,Fall,4
96,37,Female,T-shirt,Clothing,Fall,3
96,37,Female,Gloves,Outerwear,Summer,4
96,37,Female,Coat,Outerwear,Winter,4
96,37,Female,Hoodie,Clothing,Fall,3
96,37,Female,Sweater,Clothing,Fall,4
96,37,Female,Shirt,Outerwear,Fall,4
96,37,Female,Hoodie,Clothing,Winter,4
96,37,Female,Backpack,Accessories,Fall,5
96,37,Female,Jewelry,Accessories,Summer,4
96,37,Female,Hoodie,Clothing,Summer,3
96,37,Female,T-shirt,Clothing,Fall,4
96,37,Female,Pants,Clothing,Winter,3
96,37,Female,Skirt,Clothing,Summer,4
96,37,Female,Sunglasses,Accessories,Spring,4
96,37,Female,Hat,Accessories,Winter,3
96,37,Female,Jewelry,Accessories,Fall,3
96,37,Female,Shirt,Outerwear,Spring,4
96,37,Female,Dress,Clothing,Winter,4
96,37,Female,Scarf,Accessories,Winter,4
96,37,Female,Coat,Outerwear,Winter,4
96,37,Female,Sunglasses,Accessories,Winter,4
96,37,Female,Handbag,Accessories,Fall,4
96,37,Female,Jacket,Clothing,Spring,4
96,37,Female,Sweater,Clothing,Summer,3
96,37,Female,Coat,Outerwear,Spring,4
96,37,Female,Blouse,Clothing,Spring,4
96,37,Female,Jewelry,Accessories,Spring,4
96,37,Female,Sunglasses,Accessories,Fall,4
96,37,Female,Belt,Outerwear,Winter,3
96,37,Female,Pants,Clothing,Winter,4
96,37,Female,Sweater,Clothing,Spring,4
96,37,Female,Jeans,Clothing,Fall,4
96,37,Female,Shorts,Outerwear,Winter,4
96,37,Female,Jewelry,Accessories,Winter,4
96,37,Female,Boots,Accessories,Summer,4
96,37,Female,Jewelry,Accessories,Winter,3
96,37,Female,Dress,Clothing,Fall,3
96,37,Female,Shoes,Footwear,Winter,4
96,37,Female,Skirt,Clothing,Winter,3
96,37,Female,Hat,Accessories,Summer,3
96,37,Female,Jacket,Clothing,Winter,4
96,37,Female,Belt,Outerwear,Winter,3
97,32,Female,Sweater,Clothing,Winter,4
97,32,Female,Sweater,Clothing,Fall,3
97,32,Female,Dress,Clothing,Fall,4
97,32,Female,Hoodie,Clothing,Summer,3
97,32,Female,Hat,Accessories,Fall,4
97,32,Female,Jewelry,Accessories,Fall,4
97,32,Female,Skirt,Clothing,Spring,4
97,32,Female,Belt,Outerwear,Fall,4
97,32,Female,Sunglasses,Accessories,Summer,4
97,32,Female,Sneakers,Footwear,Summer,4
97,32,Female,Jeans,Clothing,Winter,4
97,32,Female,Blouse,Clothing,Spring,4
97,32,Female,Socks,Clothing,Spring,3
97,32,Female,Jacket,Clothing,Fall,3
97,32,Female,Handbag,Accessories,Winter,4
97,32,Female,Skirt,Clothing,Winter,4
97,32,Female,Boots,Accessories,Winter,4
97,32,Female,Skirt,Clothing,Fall,4
97,32,Female,Sunglasses,Accessories,Spring,4
97,32,Female,Coat,Outerwear,Spring,3
97,32,Female,Handbag,Accessories,Winter,4
97,32,Female,Hat,Accessories,Spring,3
97,32,Female,Socks,Clothing,Spring,3
97,32,Female,Sweater,Clothing,Winter,4
97,32,Female,Blouse,Clothing,Winter,3
97,32,Female,Boots,Accessories,Summer,3
97,32,Female,Sneakers,Footwear,Fall,4
97,32,Female,Belt,Outerwear,Winter,2
97,32,Female,Sandals,Outerwear,Fall,4
97,32,Female,T-shirt,Clothing,Fall,4
97,32,Female,Skirt,Clothing,Winter,4
97,32,Female,Sneakers,Footwear,Fall,4
97,32,Female,Backpack,Accessories,Fall,4
97,32,Female,T-shirt,Clothing,Fall,3
97,32,Female,Gloves,Outerwear,Spring,4
97,32,Female,Shirt,Outerwear,Summer,3
97,32,Female,Belt,Outerwear,Summer,3
97,32,Female,Shoes,Footwear,Summer,4
97,32,Female,T-shirt,Clothing,Spring,4
97,32,Female,Shorts,Outerwear,Spring,3
97,32,Female,Jewelry,Accessories,Winter,3
97,32,Female,Scarf,Accessories,Fall,3
97,32,Female,Boots,Accessories,Spring,4
97,32,Female,Handbag,Accessories,Spring,3
98,21,Female,Shoes,Footwear,Winter,5
98,21,Female,Jeans,Clothing,Spring,5
98,21,Female,Blouse,Clothing,Summer,5
98,21,Female,Jewelry,Accessories,Spring,4
98,21,Female,Scarf,Accessories,Summer,4
98,21,Female,Coat,Outerwear,Winter,4
98,21,Female,Shorts,Outerwear,Winter,5
98,21,Female,Shirt,Outerwear,Fall,5
98,21,Female,Shoes,Footwear,Fall,5
98,21,Female,Handbag,Accessories,Summer,4
98,21,Female,Scarf,Accessories,Summer,5
98,21,Female,Dress,Clothing,Spring,5
98,21,Female,Gloves,Outerwear,Winter,5
98,21,Female,Jewelry,Accessories,Fall,5
98,21,Female,T-shirt,Clothing,Fall,5
98,21,Female,Belt,Outerwear,Winter,4
98,21,Female,Jewelry,Accessories,Summer,5
98,21,Female,Shoes,Footwear,Summer,4
98,21,Female,Pants,Clothing,Fall,5
98,21,Female,Gloves,Outerwear,Winter,5
98,21,Female,Sweater,Clothing,Summer,5
98,21,Female,Shirt,Outerwear,Winter,5
98,21,Female,Belt,Outerwear,Spring,5
98,21,Female,Backpack,Accessories,Fall,5
98,21,Female,Belt,Outerwear,Fall,5
98,21,Female,Sandals,Outerwear,Fall,5
98,21,Female,Coat,Outerwear,Spring,5
98,21,Female,Dress,Clothing,Fall,4
98,21,Female,Sandals,Outerwear,Winter,5
98,21,Female,Gloves,Outerwear,Fall,5
98,21,Female,Skirt,Clothing,Fall,5
98,21,Female,Shirt,Outerwear,Fall,4
98,21,Female,Boots,Accessories,Winter,5
98,21,Female,Dress,Clothing,Summer,5
98,21,Female,Sneakers,Footwear,Fall,4
98,21,Female,Sneakers,Footwear,Winter,5
98,21,Female,Gloves,Outerwear,Fall,5
98,21,Female,Belt,Outerwear,Spring,5
99,20,Male,Sneakers,Footwear,Spring,2
99,20,Male,Coat,Outerwear,Spring,3
99,20,Male,Sandals,Outerwear,Summer,4
99,20,Male,Sweater,Clothing,Winter,3
99,20,Male,Shorts,Outerwear,Fall,3
99,20,Male,Jeans,Clothing,Spring,3
99,20,Male,Sweater,Clothing,Summer,2
99,20,Male,Dress,Clothing,Fall,4
99,20,Male,Gloves,Outerwear,Winter,3
99,20,Male,Dress,Clothing,Summer,2
99,20,Male,Socks,Clothing,Spring,3
99,20,Male,Socks,Clothing,Fall,2
99,20,Male,Backpack,Accessories,Spring,3
99,20,Male,Sandals,Outerwear,Spring,3
99,20,Male,Gloves,Outerwear,Winter,2
99,20,Male,Socks,Clothing,Spring,2
99,20,Male,Hat,Accessories,Spring,2
99,20,Male,Socks,Clothing,Summer,2
99,20,Male,Sunglasses,Accessories,Spring,2
99,20,Male,Belt,Outerwear,Spring,3
99,20,Male,Shoes,Footwear,Summer,2
100,26,Female,Sneakers,Footwear,Fall,4
100,26,Female,Gloves,Outerwear,Winter,4
100,26,Female,Boots,Accessories,Spring,4
100,26,Female,Belt,Outerwear,Winter,3
100,26,Female,Skirt,Clothing,Summer,4
100,26,Female,Shoes,Footwear,Winter,4
100,26,Female,Blouse,Clothing,Fall,4
100,26,Female,Coat,Outerwear,Spring,4
100,26,Female,Sunglasses,Accessories,Summer,4
100,26,Female,Hoodie,Clothing,Summer,4
100,26,Female,Shirt,Outerwear,Fall,5
100,26,Female,Handbag,Accessories,Winter,4
100,26,Female,Shorts,Outerwear,Winter,3
100,26,Female,Jacket,Clothing,Summer,4
100,26,Female,Dress,Clothing,Fall,4
100,26,Female,Shirt,Outerwear,Spring,4
100,26,Female,Scarf,Accessories,Summer,4
100,26,Female,Belt,Outerwear,Spring,4
100,26,Female,Dress,Clothing,Fall,4
100,26,Female,Shoes,Footwear,Spring,4
100,26,Female,Sunglasses,Accessories,Fall,3
100,26,Female,Gloves,Outerwear,Summer,3
100,26,Female,Socks,Clothing,Fall,3
100,26,Female,Sandals,Outerwear,Fall,4
100,26,Female,Pants,Clothing,Spring,5
100,26,Female,Shorts,Outerwear,Summer,3
100,26,Female,Sweater,Clothing,Summer,3
100,26,Female,Jacket,Clothing,Winter,4
100,26,Female,Hoodie,Clothing,Spring,4
100,26,Female,Sweater,Clothing,Winter,3
100,26,Female,Boots,Accessories,Spring,4
100,26,Female,Hat,Accessories,Fall,4
100,26,Female,Jewelry,Accessories,Summer,3
100,26,Female,Pants,Clothing,Winter,4
101,62,Male,Belt,Outerwear,Spring,2
101,62,Male,Sweater,Clothing,Fall,3
101,62,Male,Shoes,Footwear,Summer,4
101,62,Male,Sandals,Outerwear,Winter,2
101,62,Male,Jeans,Clothing,Summer,2
101,62,Male,Jacket,Clothing,Spring,2
101,62,Male,Sunglasses,Accessories,Summer,3
101,62,Male,Scarf,Accessories,Spring,2
101,62,Male,Skirt,Clothing,Winter,3
101,62,Male,Sweater,Clothing,Summer,3
101,62,Male,Sneakers,Footwear,Spring,2
101,62,Male,Handbag,Accessories,Summer,3
101,62,Male,Jeans,Clothing,Winter,3
101,62,Male,Skirt,Clothing,Winter,3
101,62,Male,Hat,Accessories,Summer,3
101,62,Male,Sandals,Outerwear,Fall,2
101,62,Male,Hoodie,Clothing,Spring,3
101,62,Male,Coat,Outerwear,Summer,2
101,62,Male,Hoodie,Clothing,Spring,3
101,62,Male,Shorts,Outerwear,Summer,3
101,62,Male,Shorts,Outerwear,Spring,2
101,62,Male,T-shirt,Clothing,Winter,3
101,62,Male,Handbag,Accessories,Summer,3
101,62,Male,Hoodie,Clothing,Fall,3
101,62,Male,Handbag,Accessories,Spring,3
101,62,Male,Pants,Clothing,Spring,3
101,62,Male,Dress,Clothing,Fall,3
101,62,Male,Sweater,Clothing,Spring,2
101,62,Male,Blouse,Clothing,Winter,2
101,62,Male,Sweater,Clothing,Spring,3
101,62,Male,Socks,Clothing,Winter,3
101,62,Male,Sunglasses,Accessories,Fall,3
102,27,Male,Coat,Outerwear,Spring,5
102,27,Male,Scarf,Accessories,Fall,4
102,27,Male,Dress,Clothing,Summer,5
102,27,Male,Hoodie,Clothing,Spring,5
102,27,Male,Handbag,Accessories,Summer,5
102,27,Male,Jewelry,Accessories,Winter,4
102,27,Male,Jewelry,Accessories,Fall,4
102,27,Male,Dress,Clothing,Winter,4
102,27,Male,Hat,Accessories,Summer,5
102,27,Male,Scarf,Accessories,Winter,4
102,27,Male,Shorts,Outerwear,Spring,5
102,27,Male,Scarf,Accessories,Fall,5
102,27,Male,Sweater,Clothing,Winter,4
102,27,Male,Belt,Outerwear,Summer,4
102,27,Male,Coat,Outerwear,Summer,5
102,27,Male,Shirt,Outerwear,Fall,5
102,27,Male,Scarf,Accessories,Summer,5
102,27,Male,Scarf,Accessories,Spring,4
102,27,Male,Belt,Outerwear,Summer,4
102,27,Male,T-shirt,Clothing,Spring,4
102,27,Male,Handbag,Accessories,Spring,4
102,27,Male,Sweater,Clothing,Summer,4
102,27,Male,Coat,Outerwear,Winter,4
102,27,Male,Sneakers,Footwear,Fall,4
102,27,Male,T-shirt,Clothing,Spring,5
102,27,Male,Skirt,Clothing,Fall,4
102,27,Male,Sneakers,Footwear,Summer,5
102,27,Male,Blouse,Clothing,Spring,4
102,27,Male,Blouse,Clothing,Fall,5
102,27,Male,Jewelry,Accessories,Spring,5
102,27,Male,Hat,Accessories,Spring,5
102,27,Male,Jeans,Clothing,Winter,5
102,27,Male,Belt,Outerwear,Spring,5
102,27,Male,Jacket,Clothing,Spring,5
102,27,Male,Socks,Clothing,Spring,5
102,27,Male,Backpack,Accessories,Fall,5
102,27,Male,Sweater,Clothing,Summer,5
102,27,Male,Pants,Clothing,Summer,4
102,27,Male,Jeans,Clothing,Winter,5
102,27,Male,Dress,Clothing,Fall,4
102,27,Male,Boots,Accessories,Fall,4
102,27,Male,Skirt,Clothing,Spring,4
102,27,Male,Pants,Clothing,Summer,5
102,27,Male,Jeans,Clothing,Fall,5
102,27,Male,Hoodie,Clothing,Winter,5
102,27,Male,Gloves,Outerwear,Spring,5
102,27,Male,Gloves,Outerwear,Winter,4
102,27,Male,Sneakers,Footwear,Fall,5
102,27,Male,Gloves,Outerwear,Summer,5
102,27,Male,Jewelry,Accessories,Fall,5
102,27,Male,Sweater,Clothing,Winter,4
103,51,Female,Sandals,Outerwear,Fall,4
103,51,Female,Sneakers,Footwear,Spring,4
103,51,Female,Jewelry,Accessories,Summer,5
103,51,Female,Sandals,Outerwear,Fall,5
103,51,Female,Jacket,Clothing,Spring,5
103,51,Female,Shoes,Footwear,Summer,5
103,51,Female,Dress,Clothing,Fall,5
103,51,Female,Shoes,Footwear,Fall,5
103,51,Female,Socks,Clothing,Winter,5
103,51,Female,T-shirt,Clothing,Fall,4
103,51,Female,Gloves,Outerwear,Summer,5
103,51,Female,Shorts,Outerwear,Winter,5
103,51,Female,Backpack,Accessories,Fall,5
103,51,Female,Gloves,Outerwear,Summer,4
103,51,Female,Sandals,Outerwear,Winter,5
103,51,Female,Handbag,Accessories,Summer,5
103,51,Female,Pants,Clothing,Winter,5
103,51,Female,Coat,Outerwear,Summer,5
103,51,Female,Belt,Outerwear,Summer,5
103,51,Female,Sandals,Outerwear,Spring,5
103,51,Female,Dress,Clothing,Spring,4
103,51,Female,Boots,Accessories,Winter,4
103,51,Female,Hoodie,Clothing,Fall,4
103,51,Female,Socks,Clothing,Spring,4
103,51,Female,Hoodie,Clothing,Winter,5
103,51,Female,Handbag,Accessories,Spring,4
103,51,Female,Jeans,Clothing,Winter,5
103,51,Female,Pants,Clothing,Summer,5
103,51,Female,Belt,Outerwear,Summer,4
103,51,Female,Jeans,Clothing,Fall,5
103,51,Female,Dress,Clothing,Fall,5
103,51,Female,Coat,Outerwear,Winter,5
103,51,Female,Jewelry,Accessories,Fall,5
103,51,Female,Skirt,Clothing,Spring,5
103,51,Female,Coat,Outerwear,Summer,5
103,51,Female,Shirt,Outerwear,Spring,5
104,54,Female,Pants,Clothing,Summer,5
104,54,Female,Jeans,Clothing,Fall,4
104,54,Female,Shoes,Footwear,Spring,4
104,54,Female,Boots,Accessories,Spring,3
104,54,Female,Sneakers,Footwear,Winter,4
104,54,Female,Boots,Accessories,Spring,4
104,54,Female,Dress,Clothing,Summer,4
104,54,Female,Sweater,Clothing,Winter,4
104,54,Female,Boots,Accessories,Winter,4
104,54,Female,Shorts,Outerwear,Spring,5
104,54,Female,Shorts,Outerwear,Summer,4
104,54,Female,Shirt,Outerwear,Winter,4
104,54,Female,Belt,Outerwear,Fall,4
104,54,Female,Shoes,Footwear,Fall,4
104,54,Female,Sneakers,Footwear,Summer,3
104,54,Female,Backpack,Accessories,Fall,4
